Job Title,Size,Type of ownership,Sector,Revenue,Hourly,Employer provided,AvgSalary,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,seniority_by_title,Degree,NumSkills
Data Scientist,10000+,Company - Public,Aerospace & Defense,$10+ billion (USD),0,0,109.5,CA,82,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Scientist,5001 - 10000,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,75.5,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Data Scientist,501 - 1000,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,154.5,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,na,P,5
Data Scientist,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,143.5,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,na,na,6
Data Scientist,501 - 1000,Company - Private,Finance,Unknown / Non-Applicable,0,0,73.5,MD,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Scientist,201 - 500,Company - Public,Real Estate,$1 to $2 billion (USD),0,0,95,TX,21,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,na,na,6
Data Scientist,201 - 500,Subsidiary or Business Segment,Mining & Metals,Unknown / Non-Applicable,0,0,107,OH,136,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,sr,M,5
Data Scientist,201 - 500,Company - Private,Business Services,$10 to $25 million (USD),0,0,115,NY,10,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,na,na,6
Data Scientist,501 - 1000,Company - Public,Finance,$50 to $100 million (USD),0,0,139.5,CA,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sr,M,2
Data Scientist,1001 - 5000,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,67,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,na,M,2
Data Scientist,10000+,Company - Public,Retail,$5 to $10 billion (USD),0,0,85,PA,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,na,M,4
Data Scientist,51 - 200,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,118,MA,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,P,3
Data Scientist,51 - 200,Company - Private,Information Technology,$25 to $50 million (USD),0,0,79.5,GA,18,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,na,na,6
Data Scientist,201 - 500,Company - Public,Business Services,$100 to $500 million (USD),0,0,56.5,MA,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Scientist,1 - 50,Company - Private,Business Services,$5 to $10 million (USD),0,0,128.5,PA,22,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na,5
Other Scientist,10000+,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,97.5,WA,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,0
Data Analyst,1 - 50,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,66.5,IN,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,na,2
Data Scientist,10000+,Company - Public,Business Services,$10+ billion (USD),0,0,179.5,IL,94,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,M,4
Other Scientist,501 - 1000,Subsidiary or Business Segment,Business Services,$50 to $100 million (USD),0,0,76,MO,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,112,VA,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,sr,M,4
Data Scientist,1001 - 5000,Company - Private,Mining & Metals,$1 to $2 billion (USD),0,0,98,PA,161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,na,M,2
Data Scientist,10000+,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,128,WA,82,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,sr,M,5
Data Scientist,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,150.5,CA,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,na,P,8
Other Scientist,51 - 200,Company - Private,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,0,87.5,MA,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Data Scientist,1001 - 5000,Company - Private,Aerospace & Defense,$1 to $2 billion (USD),0,0,110,VA,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,na,na,4
Data Scientist,10000+,Company - Private,Information Technology,$500 million to $1 billion (USD),0,0,113.5,CA,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,51 - 200,Company - Private,Health Care,$1 to $5 million (USD),0,0,124,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Analyst,201 - 500,Company - Private,Business Services,$25 to $50 million (USD),0,0,56.5,PA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,jr,na,2
Data Scientist,5001 - 10000,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion (USD),0,0,130,MD,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Analyst,51 - 200,Company - Private,Information Technology,$10 to $25 million (USD),0,0,77.5,IL,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Engineer,201 - 500,Company - Private,Business Services,$50 to $100 million (USD),0,0,87,VA,19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,4
Data Analyst,501 - 1000,Company - Private,Business Services,$100 to $500 million (USD),0,0,53.5,WA,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Scientist,10000+,Company - Public,Retail,$10+ billion (USD),0,0,139,TX,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,M,2
Data Scientist,201 - 500,Company - Private,Business Services,$25 to $50 million (USD),0,0,114,CA,16,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,na,M,7
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,85.5,FL,13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,5
Data Analyst,51 - 200,Company - Private,Information Technology,$25 to $50 million (USD),0,0,48,AL,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,3
Data Analyst,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,LA,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,174,CA,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Scientist,5001 - 10000,Company - Public,Finance,$1 to $2 billion (USD),0,0,85,GA,53,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,na,4
Data Engineer,51 - 200,Company - Private,Information Technology,$10 to $25 million (USD),0,0,106.5,MD,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Analyst,1001 - 5000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,72.5,MD,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Other Scientist,10000+,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),0,0,85.5,MD,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,0
Data Scientist,5001 - 10000,Nonprofit Organization,Government,$1 to $2 billion (USD),0,0,97.5,VA,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,na,na,7
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,99,VA,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Analyst,1001 - 5000,Company - Private,Insurance,$2 to $5 billion (USD),0,0,56.5,WI,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,1 - 50,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,133,MD,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na,1
Data Scientist,51 - 200,Company - Private,Business Services,Unknown / Non-Applicable,0,0,121,NY,9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,na,na,6
Data Scientist,501 - 1000,Company - Private,Business Services,Unknown / Non-Applicable,0,0,85.5,NY,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Data Scientist,1001 - 5000,Subsidiary or Business Segment,Education,Unknown / Non-Applicable,0,0,87.5,TX,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,na,na,3
Data Scientist,1001 - 5000,Company - Private,Business Services,Unknown / Non-Applicable,0,0,237.5,DC,86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,2
Data Engineer,1001 - 5000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,95.5,NC,24,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Data Scientist,10000+,Company - Public,Manufacturing,$5 to $10 billion (USD),0,0,104.5,MI,27,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,sr,M,6
Data Analyst,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,56.5,NJ,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Analyst,201 - 500,Company - Private,Information Technology,$25 to $50 million (USD),0,0,55,AZ,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,sr,na,3
Other Scientist,1001 - 5000,Hospital,Health Care,Unknown / Non-Applicable,0,0,61.5,NE,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Scientist,201 - 500,Company - Private,Information Technology,$100 to $500 million (USD),0,0,157,CA,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Engineer,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,78,NJ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113.5,MA,240,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,na,M,4
Data Scientist,51 - 200,Company - Private,Information Technology,$100 to $500 million (USD),0,0,140,NY,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,132.5,CA,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,na,M,3
Data Engineer,5001 - 10000,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,108,CA,39,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,M,4
Data Scientist,501 - 1000,Company - Private,Agriculture & Forestry,$50 to $100 million (USD),0,0,80.5,IN,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,201 - 500,Company - Private,Health Care,Unknown / Non-Applicable,0,0,107.5,MD,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Data Engineer,51 - 200,Company - Private,Business Services,$25 to $50 million (USD),0,0,95,MN,25,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,na,na,5
Data Scientist,1001 - 5000,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,0,119.5,CA,24,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,na,M,5
Data Engineer,1001 - 5000,Company - Private,Business Services,$1 to $2 billion (USD),0,0,134,NC,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na,3
Data Scientist,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,100.5,MA,22,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,na,na,6
Data Scientist,1001 - 5000,Company - Public,Media,$500 million to $1 billion (USD),0,0,107.5,OH,143,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,M,3
Data Engineer,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,122,DC,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,4
Data Engineer,1001 - 5000,Company - Public,Real Estate,$2 to $5 billion (USD),0,0,92.5,IL,28,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,na,na,6
Data Analyst,501 - 1000,Company - Private,Business Services,$100 to $500 million (USD),0,0,62,MD,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Other Scientist,51 - 200,Other Organization,Business Services,$25 to $50 million (USD),0,0,39.5,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,1001 - 5000,Company - Private,Manufacturing,$100 to $500 million (USD),0,0,107.5,CA,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,na,M,3
Data Scientist,501 - 1000,Company - Private,Business Services,Unknown / Non-Applicable,0,0,40.5,MO,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,5
Data Scientist,10000+,Company - Public,Information Technology,$10+ billion (USD),0,0,89.5,VA,63,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,sr,M,5
Data Scientist,201 - 500,Company - Private,Business Services,$50 to $100 million (USD),0,0,81,IL,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,na,na,6
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,147,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,sr,na,4
Data Scientist,1001 - 5000,Company - Private,Finance,$100 to $500 million (USD),0,0,85,TX,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,na,na,6
Other Scientist,1001 - 5000,Company - Private,Manufacturing,$1 to $2 billion (USD),0,0,81.5,CA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Other Scientist,1001 - 5000,Company - Public,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),0,0,168,CA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Machine Learning Engineer,1 - 50,Company - Private,Aerospace & Defense,Unknown / Non-Applicable,0,0,100.5,CO,14,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,na,na,7
Data Scientist,1001 - 5000,Company - Private,Business Services,$100 to $500 million (USD),0,0,97,NY,78,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,M,7
Data Scientist,5001 - 10000,Company - Public,Business Services,$1 to $2 billion (USD),0,0,85,VA,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na,2
Data Scientist,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,153.5,CA,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,na,M,5
Data Engineer,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,1,132.5,FL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Engineer,51 - 200,Company - Private,Information Technology,$10 to $25 million (USD),0,0,100,IL,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Scientist,201 - 500,Company - Private,Travel & Tourism,Unknown / Non-Applicable,0,0,105,CO,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,M,2
Data Engineer,10000+,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,87,UT,91,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Data Analyst,51 - 200,Company - Private,Real Estate,Unknown / Non-Applicable,0,0,103.5,CA,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Other Scientist,501 - 1000,College / University,Education,Unknown / Non-Applicable,0,0,124,PA,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,2
Data Scientist,1001 - 5000,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,67,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Engineer,10000+,Company - Private,Information Technology,$2 to $5 billion (USD),0,0,87,DC,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,0
Data Scientist,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,137.5,IL,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,na,P,8
Data Scientist,201 - 500,Company - Private,Business Services,$100 to $500 million (USD),0,0,100,OH,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,sr,M,5
Data Engineer,5001 - 10000,Nonprofit Organization,Insurance,$5 to $10 billion (USD),0,0,106.5,TN,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,na,na,5
Data Scientist,1001 - 5000,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,98.5,WA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,0
Data Analyst,501 - 1000,Company - Private,Business Services,$100 to $500 million (USD),0,0,61,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,M,3
Data Scientist,51 - 200,Company - Private,Business Services,Unknown / Non-Applicable,0,0,106.5,IN,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,sr,na,5
Data Engineer,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,84.5,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,3
